Date_Time (GMT), Event, Speed (cm/sec)
2021-09-19 13:51, ebb,-29
2021-09-19 15:26, slack,-
2021-09-19 21:53, flood,52
2021-09-19 23:50, slack,-
2021-09-20 02:03, ebb,-31
2021-09-20 04:02, slack,-
2021-09-20 10:23, flood,56
2021-09-20 12:20, slack,-
2021-09-20 14:39, ebb,-30
2021-09-20 16:14, slack,-
2021-09-20 22:41, flood,53
2021-09-21 00:38, slack,-
2021-09-21 02:45, ebb,-31
2021-09-21 04:50, slack,-
2021-09-21 11:11, flood,55
2021-09-21 13:08, slack,-
2021-09-21 15:15, ebb,-31
2021-09-21 17:02, slack,-
2021-09-21 23:23, flood,52
2021-09-22 01:26, slack,-
2021-09-22 03:21, ebb,-31
2021-09-22 05:32, slack,-
2021-09-22 11:59, flood,52
2021-09-22 13:56, slack,-
2021-09-22 15:51, ebb,-31
2021-09-22 17:50, slack,-
2021-09-23 00:11, flood,49
2021-09-23 02:08, slack,-
2021-09-23 03:57, ebb,-31
2021-09-23 06:14, slack,-
2021-09-23 12:41, flood,47
2021-09-23 14:38, slack,-
2021-09-23 16:21, ebb,-30
2021-09-23 18:38, slack,-
2021-09-24 00:53, flood,45
2021-09-24 02:56, slack,-
2021-09-24 04:33, ebb,-30
2021-09-24 06:50, slack,-
2021-09-24 13:23, flood,41
2021-09-24 15:20, slack,-
2021-09-24 16:57, ebb,-29
2021-09-24 19:20, slack,-
2021-09-25 01:41, flood,41
2021-09-25 03:44, slack,-
2021-09-25 05:15, ebb,-28
2021-09-25 07:32, slack,-
2021-09-25 14:05, flood,36
2021-09-25 16:02, slack,-
2021-09-25 17:39, ebb,-28
2021-09-25 20:08, slack,-
2021-09-26 02:23, flood,37
2021-09-26 04:26, slack,-
2021-09-26 05:57, ebb,-26
2021-09-26 08:14, slack,-
2021-09-26 13:11, flood,33
2021-09-26 16:44, slack,-
2021-09-26 18:21, ebb,-26
2021-09-26 21:02, slack,-
2021-09-27 02:17, flood,33
2021-09-27 05:14, slack,-
2021-09-27 06:39, ebb,-24
2021-09-27 09:08, slack,-
2021-09-27 13:53, flood,31
2021-09-27 17:32, slack,-
2021-09-27 19:03, ebb,-24
2021-09-27 21:56, slack,-
2021-09-28 02:47, flood,32
2021-09-28 06:02, slack,-
2021-09-28 07:21, ebb,-22
2021-09-28 09:56, slack,-
2021-09-28 14:35, flood,31
2021-09-28 18:14, slack,-
2021-09-28 19:45, ebb,-23
2021-09-28 22:44, slack,-
2021-09-29 03:29, flood,31
2021-09-29 06:50, slack,-
2021-09-29 08:15, ebb,-21
2021-09-29 10:50, slack,-
2021-09-29 15:23, flood,31
2021-09-29 19:02, slack,-
2021-09-29 20:33, ebb,-22
2021-09-29 23:38, slack,-
2021-09-30 04:17, flood,31
2021-09-30 07:44, slack,-
2021-09-30 09:03, ebb,-20
2021-09-30 11:44, slack,-
2021-09-30 16:11, flood,32
2021-09-30 19:50, slack,-
2021-09-30 21:27, ebb,-22
2021-10-01 00:26, slack,-
2021-10-01 05:05, flood,32
2021-10-01 08:32, slack,-
2021-10-01 10:03, ebb,-21
2021-10-01 12:32, slack,-
2021-10-01 16:59, flood,34
2021-10-01 20:44, slack,-
2021-10-01 22:27, ebb,-24
2021-10-02 01:14, slack,-
2021-10-02 05:53, flood,35
2021-10-02 09:26, slack,-
2021-10-02 10:57, ebb,-23
2021-10-02 13:20, slack,-
2021-10-02 17:53, flood,38
2021-10-02 21:38, slack,-
2021-10-02 23:21, ebb,-26
2021-10-03 01:56, slack,-
2021-10-03 06:41, flood,39
2021-10-03 10:14, slack,-
2021-10-03 11:51, ebb,-27
2021-10-03 14:02, slack,-
2021-10-03 18:47, flood,42
2021-10-03 22:26, slack,-
2021-10-04 00:09, ebb,-30
2021-10-04 02:38, slack,-
2021-10-04 07:29, flood,43
2021-10-04 11:02, slack,-
2021-10-04 12:39, ebb,-30
2021-10-04 14:50, slack,-
2021-10-04 19:35, flood,47
2021-10-04 23:14, slack,-
2021-10-05 00:57, ebb,-34
2021-10-05 03:20, slack,-
2021-10-05 08:17, flood,48
2021-10-05 11:44, slack,-
2021-10-05 13:27, ebb,-34
2021-10-05 15:32, slack,-
2021-10-05 20:29, flood,51
2021-10-06 00:02, slack,-
2021-10-06 01:45, ebb,-37
2021-10-06 04:02, slack,-
2021-10-06 09:05, flood,53
2021-10-06 12:26, slack,-
2021-10-06 14:15, ebb,-37
2021-10-06 16:20, slack,-
2021-10-06 21:17, flood,55
2021-10-07 00:44, slack,-
2021-10-07 02:33, ebb,-39
2021-10-07 04:44, slack,-
2021-10-07 09:47, flood,56
2021-10-07 13:14, slack,-
2021-10-07 15:03, ebb,-40
2021-10-07 17:08, slack,-
2021-10-07 22:11, flood,57
2021-10-08 01:38, slack,-
2021-10-08 03:21, ebb,-40
2021-10-08 05:26, slack,-
2021-10-08 10:29, flood,57
2021-10-08 14:02, slack,-
2021-10-08 15:51, ebb,-41
2021-10-08 17:56, slack,-
2021-10-08 22:59, flood,56
2021-10-09 02:26, slack,-
2021-10-09 04:15, ebb,-40
2021-10-09 06:08, slack,-
2021-10-09 11:17, flood,56
2021-10-09 14:50, slack,-
2021-10-09 16:39, ebb,-41
2021-10-09 18:44, slack,-
2021-10-09 23:53, flood,53
2021-10-10 03:20, slack,-
2021-10-10 05:03, ebb,-38
2021-10-10 07:02, slack,-
2021-10-10 12:05, flood,52
2021-10-10 15:38, slack,-
2021-10-10 17:27, ebb,-40
2021-10-10 19:38, slack,-
2021-10-11 00:53, flood,49
2021-10-11 04:14, slack,-
2021-10-11 05:51, ebb,-36
2021-10-11 07:56, slack,-
2021-10-11 13:05, flood,48
2021-10-11 16:32, slack,-
2021-10-11 18:15, ebb,-37
2021-10-11 20:44, slack,-
2021-10-12 02:11, flood,45
2021-10-12 05:14, slack,-
2021-10-12 06:45, ebb,-32
2021-10-12 08:56, slack,-
2021-10-12 14:11, flood,43
2021-10-12 17:32, slack,-
2021-10-12 19:09, ebb,-34
2021-10-12 21:50, slack,-
2021-10-13 03:35, flood,42
2021-10-13 06:14, slack,-
2021-10-13 07:39, ebb,-29
2021-10-13 10:08, slack,-
2021-10-13 15:17, flood,40
2021-10-13 18:32, slack,-
2021-10-13 20:09, ebb,-30
2021-10-13 22:56, slack,-
2021-10-14 05:11, flood,42
2021-10-14 07:14, slack,-
2021-10-14 08:39, ebb,-26
2021-10-14 11:14, slack,-
2021-10-14 16:53, flood,38
2021-10-14 19:32, slack,-
2021-10-14 21:09, ebb,-27
2021-10-15 00:02, slack,-
2021-10-15 06:23, flood,44
2021-10-15 08:20, slack,-
2021-10-15 09:51, ebb,-24
2021-10-15 12:20, slack,-
2021-10-15 18:35, flood,40
2021-10-15 20:38, slack,-
2021-10-15 22:21, ebb,-26
2021-10-16 01:02, slack,-
2021-10-16 07:23, flood,47
2021-10-16 09:20, slack,-
2021-10-16 11:57, ebb,-25
2021-10-16 13:20, slack,-
2021-10-16 19:41, flood,44
2021-10-16 21:38, slack,-
2021-10-17 00:27, ebb,-27
2021-10-17 01:56, slack,-
2021-10-17 08:17, flood,50
2021-10-17 10:14, slack,-
2021-10-17 12:57, ebb,-28
2021-10-17 14:14, slack,-
2021-10-17 20:41, flood,48
2021-10-17 22:32, slack,-
2021-10-18 01:15, ebb,-28
2021-10-18 02:50, slack,-
2021-10-18 09:11, flood,53
2021-10-18 11:08, slack,-
2021-10-18 13:45, ebb,-29
2021-10-18 15:08, slack,-
2021-10-18 21:29, flood,51
2021-10-18 23:26, slack,-
2021-10-19 01:57, ebb,-29
2021-10-19 03:32, slack,-
2021-10-19 09:59, flood,53
2021-10-19 11:56, slack,-
2021-10-19 14:27, ebb,-30
2021-10-19 15:56, slack,-
2021-10-19 22:17, flood,52
2021-10-20 00:14, slack,-
2021-10-20 02:27, ebb,-29
2021-10-20 04:20, slack,-
2021-10-20 10:47, flood,51
2021-10-20 12:38, slack,-
2021-10-20 15:03, ebb,-30
2021-10-20 16:44, slack,-
2021-10-20 22:59, flood,50
2021-10-21 01:02, slack,-
2021-10-21 02:51, ebb,-29
2021-10-21 04:56, slack,-
2021-10-21 11:29, flood,47
2021-10-21 13:26, slack,-
2021-10-21 15:27, ebb,-30
2021-10-21 17:26, slack,-
2021-10-21 23:47, flood,47
2021-10-22 01:44, slack,-
2021-10-22 03:27, ebb,-29
2021-10-22 05:38, slack,-
2021-10-22 12:11, flood,42
2021-10-22 14:08, slack,-
2021-10-22 15:51, ebb,-30
2021-10-22 18:08, slack,-
2021-10-23 00:23, flood,43
2021-10-23 02:32, slack,-
2021-10-23 04:03, ebb,-28
2021-10-23 06:20, slack,-
2021-10-23 11:11, flood,37
2021-10-23 14:44, slack,-
2021-10-23 16:27, ebb,-29
2021-10-23 18:56, slack,-
2021-10-24 01:11, flood,39
2021-10-24 03:14, slack,-
2021-10-24 04:45, ebb,-27
2021-10-24 06:56, slack,-
2021-10-24 11:41, flood,35
2021-10-24 15:26, slack,-
2021-10-24 17:03, ebb,-28
2021-10-24 19:38, slack,-
2021-10-25 00:53, flood,36
2021-10-25 03:56, slack,-
2021-10-25 05:27, ebb,-26
2021-10-25 07:44, slack,-
2021-10-25 12:23, flood,33
2021-10-25 16:08, slack,-
2021-10-25 17:45, ebb,-27
2021-10-25 20:26, slack,-
2021-10-26 01:29, flood,34
2021-10-26 04:44, slack,-
2021-10-26 06:09, ebb,-25
2021-10-26 08:26, slack,-
2021-10-26 13:11, flood,32
2021-10-26 16:50, slack,-
2021-10-26 18:27, ebb,-26
2021-10-26 21:14, slack,-
2021-10-27 02:11, flood,34
2021-10-27 05:32, slack,-
2021-10-27 06:57, ebb,-24
2021-10-27 09:20, slack,-
2021-10-27 14:05, flood,32
2021-10-27 17:38, slack,-
2021-10-27 19:15, ebb,-25
2021-10-27 22:08, slack,-
2021-10-28 02:59, flood,34
2021-10-28 06:14, slack,-
2021-10-28 07:45, ebb,-23
2021-10-28 10:14, slack,-
2021-10-28 14:53, flood,33
2021-10-28 18:20, slack,-
2021-10-28 20:03, ebb,-25
2021-10-28 22:56, slack,-
2021-10-29 03:41, flood,35
2021-10-29 07:08, slack,-
2021-10-29 08:33, ebb,-23
2021-10-29 11:08, slack,-
2021-10-29 15:41, flood,35
2021-10-29 19:14, slack,-
2021-10-29 20:51, ebb,-25
2021-10-29 23:44, slack,-
2021-10-30 04:29, flood,36
2021-10-30 07:56, slack,-
2021-10-30 09:27, ebb,-24
2021-10-30 11:56, slack,-
2021-10-30 16:35, flood,37
2021-10-30 20:02, slack,-
2021-10-30 21:51, ebb,-26
2021-10-31 00:32, slack,-
2021-10-31 05:17, flood,39
2021-10-31 08:44, slack,-
2021-10-31 10:21, ebb,-26
2021-10-31 12:44, slack,-
2021-10-31 17:23, flood,41
2021-10-31 20:56, slack,-
2021-10-31 22:45, ebb,-28
2021-11-01 01:14, slack,-
2021-11-01 06:05, flood,43
2021-11-01 09:38, slack,-
2021-11-01 11:15, ebb,-29
2021-11-01 13:32, slack,-
2021-11-01 18:17, flood,45
2021-11-01 21:50, slack,-
2021-11-01 23:39, ebb,-31
2021-11-02 02:02, slack,-
2021-11-02 06:53, flood,47
2021-11-02 10:26, slack,-
2021-11-02 12:09, ebb,-32
2021-11-02 14:20, slack,-
2021-11-02 19:11, flood,48
2021-11-02 22:44, slack,-
2021-11-03 00:27, ebb,-34
2021-11-03 02:44, slack,-
2021-11-03 07:41, flood,51
2021-11-03 11:14, slack,-
2021-11-03 12:57, ebb,-36
2021-11-03 15:08, slack,-
2021-11-03 20:05, flood,52
2021-11-03 23:38, slack,-
2021-11-04 01:21, ebb,-36
2021-11-04 03:26, slack,-
2021-11-04 08:29, flood,54
2021-11-04 12:02, slack,-
2021-11-04 13:45, ebb,-39
2021-11-04 15:56, slack,-
2021-11-04 20:59, flood,54
2021-11-05 00:26, slack,-
2021-11-05 02:09, ebb,-38
2021-11-05 04:14, slack,-
2021-11-05 09:17, flood,56
2021-11-05 12:50, slack,-
2021-11-05 14:39, ebb,-41
2021-11-05 16:50, slack,-
2021-11-05 21:53, flood,55
2021-11-06 01:20, slack,-
2021-11-06 03:03, ebb,-38
2021-11-06 05:02, slack,-
2021-11-06 10:05, flood,56
2021-11-06 13:38, slack,-
2021-11-06 15:27, ebb,-41
2021-11-06 17:38, slack,-
2021-11-06 22:47, flood,54
2021-11-07 02:14, slack,-
2021-11-07 03:51, ebb,-37
2021-11-07 05:50, slack,-
2021-11-07 10:53, flood,54
2021-11-07 14:26, slack,-
2021-11-07 16:15, ebb,-41
2021-11-07 18:32, slack,-
2021-11-07 23:47, flood,51
2021-11-08 03:08, slack,-
2021-11-08 04:45, ebb,-36
2021-11-08 06:44, slack,-
2021-11-08 11:47, flood,49
2021-11-08 15:20, slack,-
2021-11-08 17:03, ebb,-39
2021-11-08 19:26, slack,-
2021-11-09 01:05, flood,47
2021-11-09 04:02, slack,-
2021-11-09 05:33, ebb,-34
2021-11-09 07:44, slack,-
2021-11-09 12:53, flood,45
2021-11-09 16:14, slack,-
2021-11-09 17:57, ebb,-36
2021-11-09 20:26, slack,-
2021-11-10 02:41, flood,46
2021-11-10 05:02, slack,-
2021-11-10 06:27, ebb,-31
2021-11-10 08:44, slack,-
2021-11-10 14:11, flood,41
2021-11-10 17:14, slack,-
2021-11-10 18:51, ebb,-33
2021-11-10 21:32, slack,-
2021-11-11 03:53, flood,45
2021-11-11 05:56, slack,-
2021-11-11 07:21, ebb,-28
2021-11-11 09:56, slack,-
2021-11-11 15:41, flood,39
2021-11-11 18:14, slack,-
2021-11-11 19:45, ebb,-29
2021-11-11 22:38, slack,-
2021-11-12 04:59, flood,45
2021-11-12 06:56, slack,-
2021-11-12 08:21, ebb,-25
2021-11-12 11:02, slack,-
2021-11-12 17:11, flood,39
2021-11-12 19:14, slack,-
2021-11-12 20:45, ebb,-26
2021-11-12 23:44, slack,-
2021-11-13 05:59, flood,46
2021-11-13 07:56, slack,-
2021-11-13 09:33, ebb,-24
2021-11-13 12:02, slack,-
2021-11-13 18:17, flood,41
2021-11-13 20:14, slack,-
2021-11-13 21:57, ebb,-24
2021-11-14 00:38, slack,-
2021-11-14 06:59, flood,47
2021-11-14 08:50, slack,-
2021-11-14 11:51, ebb,-25
2021-11-14 13:02, slack,-
2021-11-14 19:17, flood,43
2021-11-14 21:14, slack,-
2021-11-15 00:09, ebb,-25
2021-11-15 01:32, slack,-
2021-11-15 07:53, flood,48
2021-11-15 09:50, slack,-
2021-11-15 12:39, ebb,-27
2021-11-15 13:56, slack,-
2021-11-15 20:11, flood,45
2021-11-15 22:08, slack,-
2021-11-16 00:57, ebb,-26
2021-11-16 02:20, slack,-
2021-11-16 08:47, flood,48
2021-11-16 10:38, slack,-
2021-11-16 13:27, ebb,-29
2021-11-16 14:44, slack,-
2021-11-16 21:05, flood,47
2021-11-16 23:02, slack,-
2021-11-17 01:33, ebb,-27
2021-11-17 03:02, slack,-
2021-11-17 09:35, flood,48
2021-11-17 11:26, slack,-
2021-11-17 14:09, ebb,-29
2021-11-17 15:32, slack,-
2021-11-17 21:53, flood,48
2021-11-17 23:50, slack,-
2021-11-18 01:57, ebb,-27
2021-11-18 03:44, slack,-
2021-11-18 10:17, flood,46
2021-11-18 12:08, slack,-
2021-11-18 14:45, ebb,-29
2021-11-18 16:20, slack,-
2021-11-18 22:41, flood,47
2021-11-19 00:32, slack,-
2021-11-19 02:21, ebb,-27
2021-11-19 04:26, slack,-
2021-11-19 10:59, flood,42
2021-11-19 12:50, slack,-
2021-11-19 14:57, ebb,-29
2021-11-19 17:02, slack,-
2021-11-19 23:23, flood,45
2021-11-20 01:20, slack,-
2021-11-20 02:57, ebb,-27
2021-11-20 05:02, slack,-
2021-11-20 11:29, flood,38
2021-11-20 13:32, slack,-
2021-11-20 15:21, ebb,-29
2021-11-20 17:44, slack,-
2021-11-20 23:59, flood,42
2021-11-21 02:02, slack,-
2021-11-21 03:33, ebb,-27
2021-11-21 05:44, slack,-
2021-11-21 10:29, flood,37
2021-11-21 14:14, slack,-
2021-11-21 15:57, ebb,-29
2021-11-21 18:26, slack,-
2021-11-22 00:23, flood,39
2021-11-22 02:44, slack,-
2021-11-22 04:15, ebb,-26
2021-11-22 06:26, slack,-
2021-11-22 11:05, flood,37
2021-11-22 14:56, slack,-
2021-11-22 16:33, ebb,-29
2021-11-22 19:08, slack,-
2021-11-23 00:05, flood,38
2021-11-23 03:32, slack,-
2021-11-23 04:57, ebb,-26
2021-11-23 07:08, slack,-
2021-11-23 11:47, flood,36
2021-11-23 15:32, slack,-
2021-11-23 17:15, ebb,-29
2021-11-23 19:50, slack,-
2021-11-24 00:53, flood,37
2021-11-24 04:14, slack,-
2021-11-24 05:39, ebb,-26
2021-11-24 07:56, slack,-
2021-11-24 12:41, flood,35
2021-11-24 16:14, slack,-
2021-11-24 17:57, ebb,-29
2021-11-24 20:38, slack,-
2021-11-25 01:35, flood,37
2021-11-25 04:56, slack,-
2021-11-25 06:27, ebb,-26
2021-11-25 08:44, slack,-
2021-11-25 13:29, flood,36
2021-11-25 16:56, slack,-
2021-11-25 18:45, ebb,-29
2021-11-25 21:26, slack,-
2021-11-26 02:23, flood,38
2021-11-26 05:44, slack,-
2021-11-26 07:15, ebb,-26
2021-11-26 09:32, slack,-
2021-11-26 14:23, flood,37
2021-11-26 17:44, slack,-
2021-11-26 19:33, ebb,-29
2021-11-26 22:14, slack,-
2021-11-27 03:11, flood,40
2021-11-27 06:32, slack,-
2021-11-27 08:03, ebb,-26
2021-11-27 10:26, slack,-
2021-11-27 15:11, flood,39
2021-11-27 18:32, slack,-
2021-11-27 20:21, ebb,-29
2021-11-27 23:02, slack,-
2021-11-28 03:53, flood,42
2021-11-28 07:20, slack,-
2021-11-28 08:51, ebb,-27
2021-11-28 11:20, slack,-
2021-11-28 16:05, flood,41
2021-11-28 19:26, slack,-
2021-11-28 21:15, ebb,-29
2021-11-28 23:50, slack,-
2021-11-29 04:41, flood,44
2021-11-29 08:08, slack,-
2021-11-29 09:51, ebb,-28
2021-11-29 12:14, slack,-
2021-11-29 16:59, flood,43
2021-11-29 20:26, slack,-
2021-11-29 22:09, ebb,-30
2021-11-30 00:38, slack,-
2021-11-30 05:29, flood,47
2021-11-30 09:02, slack,-
2021-11-30 10:45, ebb,-31
2021-11-30 13:02, slack,-
2021-11-30 17:53, flood,46
2021-11-30 21:20, slack,-
2021-11-30 23:09, ebb,-32
2021-12-01 01:26, slack,-
2021-12-01 06:17, flood,50
2021-12-01 09:56, slack,-
2021-12-01 11:39, ebb,-34
2021-12-01 13:56, slack,-
2021-12-01 18:47, flood,48
2021-12-01 22:20, slack,-
2021-12-02 00:03, ebb,-34
2021-12-02 02:14, slack,-
2021-12-02 07:11, flood,52
2021-12-02 10:44, slack,-
2021-12-02 12:33, ebb,-37
2021-12-02 14:50, slack,-
2021-12-02 19:47, flood,50
2021-12-02 23:14, slack,-
2021-12-03 00:57, ebb,-35
2021-12-03 03:02, slack,-
2021-12-03 07:59, flood,53
2021-12-03 11:38, slack,-
2021-12-03 13:21, ebb,-39
2021-12-03 15:44, slack,-
2021-12-03 20:47, flood,51
2021-12-04 00:08, slack,-
2021-12-04 01:51, ebb,-35
2021-12-04 03:50, slack,-
2021-12-04 08:59, flood,53
2021-12-04 12:26, slack,-
2021-12-04 14:15, ebb,-40
2021-12-04 16:32, slack,-
2021-12-04 21:53, flood,52
2021-12-05 01:02, slack,-
2021-12-05 02:39, ebb,-36
2021-12-05 04:44, slack,-
2021-12-05 09:53, flood,53
2021-12-05 13:20, slack,-
2021-12-05 15:09, ebb,-40
2021-12-05 17:26, slack,-
2021-12-05 22:53, flood,52
2021-12-06 01:56, slack,-
2021-12-06 03:33, ebb,-35
2021-12-06 05:38, slack,-
2021-12-06 10:41, flood,51
2021-12-06 14:08, slack,-
2021-12-06 15:57, ebb,-39
2021-12-06 18:20, slack,-
2021-12-07 00:17, flood,50
2021-12-07 02:56, slack,-
2021-12-07 04:27, ebb,-34
2021-12-07 06:32, slack,-
2021-12-07 11:41, flood,47
2021-12-07 15:08, slack,-
2021-12-07 16:45, ebb,-37
2021-12-07 19:14, slack,-
2021-12-08 01:41, flood,49
2021-12-08 03:50, slack,-
2021-12-08 05:21, ebb,-32
2021-12-08 07:32, slack,-
2021-12-08 12:53, flood,43
2021-12-08 16:02, slack,-
2021-12-08 17:39, ebb,-35
2021-12-08 20:14, slack,-
2021-12-09 02:41, flood,49
2021-12-09 04:44, slack,-
2021-12-09 06:09, ebb,-30
2021-12-09 08:32, slack,-
2021-12-09 14:41, flood,42
2021-12-09 16:56, slack,-
2021-12-09 18:33, ebb,-32
2021-12-09 21:14, slack,-
2021-12-10 03:41, flood,48
2021-12-10 05:38, slack,-
2021-12-10 07:03, ebb,-27
2021-12-10 09:38, slack,-
2021-12-10 15:47, flood,41
2021-12-10 17:50, slack,-
2021-12-10 19:27, ebb,-29
2021-12-10 22:14, slack,-
2021-12-11 04:35, flood,47
2021-12-11 06:32, slack,-
2021-12-11 08:03, ebb,-25
2021-12-11 10:44, slack,-
2021-12-11 16:53, flood,40
2021-12-11 18:50, slack,-
2021-12-11 20:21, ebb,-26
2021-12-11 23:14, slack,-
2021-12-12 05:35, flood,45
2021-12-12 07:26, slack,-
2021-12-12 09:09, ebb,-23
2021-12-12 11:44, slack,-
2021-12-12 17:53, flood,40
2021-12-12 19:44, slack,-
2021-12-12 21:21, ebb,-24
2021-12-13 00:08, slack,-
2021-12-13 06:29, flood,44
2021-12-13 08:26, slack,-
2021-12-13 11:27, ebb,-25
2021-12-13 12:38, slack,-
2021-12-13 18:53, flood,40
2021-12-13 20:44, slack,-
2021-12-13 23:45, ebb,-23
2021-12-14 00:56, slack,-
2021-12-14 07:23, flood,43
2021-12-14 09:20, slack,-
2021-12-14 12:21, ebb,-26
2021-12-14 13:32, slack,-
2021-12-14 19:47, flood,41
2021-12-14 21:38, slack,-
2021-12-15 00:27, ebb,-24
2021-12-15 01:44, slack,-
2021-12-15 08:17, flood,42
2021-12-15 10:08, slack,-
2021-12-15 13:03, ebb,-27
2021-12-15 14:20, slack,-
2021-12-15 20:41, flood,42
2021-12-15 22:32, slack,-
2021-12-16 01:03, ebb,-24
2021-12-16 02:26, slack,-
2021-12-16 09:05, flood,41
2021-12-16 10:56, slack,-
2021-12-16 13:51, ebb,-28
2021-12-16 15:08, slack,-
2021-12-16 21:29, flood,43
2021-12-16 23:20, slack,-
2021-12-17 01:21, ebb,-24
2021-12-17 03:08, slack,-
2021-12-17 09:53, flood,40
2021-12-17 11:38, slack,-
2021-12-17 14:21, ebb,-28
2021-12-17 15:50, slack,-
2021-12-17 22:17, flood,44
2021-12-18 00:08, slack,-
2021-12-18 01:51, ebb,-24
2021-12-18 03:50, slack,-
2021-12-18 10:29, flood,37
2021-12-18 12:20, slack,-
2021-12-18 14:21, ebb,-28
2021-12-18 16:38, slack,-
2021-12-18 22:53, flood,43
2021-12-19 00:50, slack,-
2021-12-19 02:27, ebb,-25
2021-12-19 04:32, slack,-
2021-12-19 09:23, flood,36
2021-12-19 13:02, slack,-
2021-12-19 14:51, ebb,-29
2021-12-19 17:20, slack,-
2021-12-19 23:29, flood,41
2021-12-20 01:38, slack,-
2021-12-20 03:09, ebb,-26
2021-12-20 05:14, slack,-
2021-12-20 09:59, flood,38
2021-12-20 13:44, slack,-
2021-12-20 15:27, ebb,-29
2021-12-20 17:56, slack,-
2021-12-20 23:05, flood,40
2021-12-21 02:20, slack,-
2021-12-21 03:45, ebb,-27
2021-12-21 05:56, slack,-
2021-12-21 10:41, flood,39
2021-12-21 14:20, slack,-
2021-12-21 16:03, ebb,-30
2021-12-21 18:38, slack,-
2021-12-21 23:35, flood,40
2021-12-22 03:02, slack,-
2021-12-22 04:27, ebb,-28
2021-12-22 06:38, slack,-
2021-12-22 11:23, flood,40
2021-12-22 15:02, slack,-
2021-12-22 16:45, ebb,-31
2021-12-22 19:20, slack,-
2021-12-23 00:11, flood,40
2021-12-23 03:44, slack,-
2021-12-23 05:15, ebb,-28
2021-12-23 07:20, slack,-
2021-12-23 12:11, flood,40
2021-12-23 15:44, slack,-
2021-12-23 17:33, ebb,-32
2021-12-23 19:56, slack,-
2021-12-24 00:59, flood,41
2021-12-24 04:26, slack,-
2021-12-24 05:57, ebb,-29
2021-12-24 08:08, slack,-
2021-12-24 12:59, flood,41
2021-12-24 16:26, slack,-
2021-12-24 18:15, ebb,-33
2021-12-24 20:44, slack,-
2021-12-25 01:47, flood,43
2021-12-25 05:08, slack,-
2021-12-25 06:45, ebb,-30
2021-12-25 08:56, slack,-
2021-12-25 13:53, flood,42
2021-12-25 17:14, slack,-
2021-12-25 19:03, ebb,-33
2021-12-25 21:32, slack,-
2021-12-26 02:35, flood,45
2021-12-26 05:56, slack,-
2021-12-26 07:33, ebb,-30
2021-12-26 09:50, slack,-
2021-12-26 14:47, flood,43
2021-12-26 18:02, slack,-
2021-12-26 19:51, ebb,-33
2021-12-26 22:20, slack,-
2021-12-27 03:17, flood,47
2021-12-27 06:44, slack,-
2021-12-27 08:21, ebb,-31
2021-12-27 10:50, slack,-
2021-12-27 15:35, flood,44
2021-12-27 18:56, slack,-
2021-12-27 20:45, ebb,-32
2021-12-27 23:08, slack,-
2021-12-28 04:05, flood,48
2021-12-28 07:32, slack,-
2021-12-28 09:15, ebb,-31
2021-12-28 11:44, slack,-
2021-12-28 16:35, flood,45
2021-12-28 19:56, slack,-
2021-12-28 21:45, ebb,-31
2021-12-29 00:02, slack,-
2021-12-29 04:59, flood,49
2021-12-29 08:26, slack,-
2021-12-29 10:15, ebb,-32
2021-12-29 12:38, slack,-
2021-12-29 17:29, flood,45
2021-12-29 20:56, slack,-
2021-12-29 22:39, ebb,-31
2021-12-30 00:50, slack,-
2021-12-30 05:47, flood,50
2021-12-30 09:26, slack,-
2021-12-30 11:15, ebb,-34
2021-12-30 13:38, slack,-
2021-12-30 18:29, flood,46
2021-12-30 22:02, slack,-
2021-12-30 23:39, ebb,-32
2021-12-31 01:44, slack,-
2021-12-31 06:41, flood,50
2021-12-31 10:20, slack,-
2021-12-31 12:09, ebb,-36
2021-12-31 14:32, slack,-
2021-12-31 19:35, flood,46
2021-12-31 22:56, slack,-
2022-01-01 00:33, ebb,-31
2022-01-01 02:38, slack,-
2022-01-01 07:41, flood,47
2022-01-01 11:14, slack,-
2022-01-01 13:03, ebb,-36
2022-01-01 15:32, slack,-
